post_id,member_id,group_id,timestamp,post_type,content
1436,13,104,2024-07-18T11:21:00,like,Liked previous post.
1437,13,103,2024-09-04T03:54:00,event_attendance,Great meeting today!
1438,13,104,2024-01-09T03:07:00,event_attendance,Great meeting today!
1439,20,104,2024-02-08T06:47:00,like,Please pray for my family.
1440,11,105,2024-05-15T17:06:00,message,Great meeting today!
1441,6,105,2024-01-06T07:17:00,announcement,Important announcement coming soon.
1442,13,104,2024-07-09T18:29:00,comment,Please pray for my family.
1443,20,105,2024-10-09T22:48:00,like,Loved this!
1444,1,105,2024-03-23T23:22:00,message,Loved this!
1445,4,105,2024-05-01T04:29:00,like,Liked previous post.
1446,8,102,2024-02-25T20:01:00,announcement,Great meeting today!
1447,15,104,2024-09-16T14:13:00,announcement,Please pray for my family.
1448,18,103,2024-02-16T02:36:00,comment,Important announcement coming soon.
1449,20,103,2024-03-31T09:18:00,like,Please pray for my family.
1450,2,101,2024-06-29T21:55:00,announcement,Please pray for my family.
1451,18,101,2024-05-13T17:37:00,announcement,Loved this!
1452,18,102,2024-09-05T07:33:00,comment,Liked previous post.
1453,3,104,2024-02-01T14:43:00,prayer_request,Liked previous post.
1454,3,102,2024-06-12T22:41:00,event_attendance,Important announcement coming soon.
1455,6,105,2024-03-24T00:27:00,event_attendance,Great meeting today!
1456,20,101,2024-01-04T21:52:00,prayer_request,Loved this!
1457,13,101,2024-04-10T18:10:00,announcement,Important announcement coming soon.
1458,13,103,2024-03-09T09:10:00,event_attendance,Loved this!
1459,5,103,2024-09-19T18:28:00,announcement,Important announcement coming soon.
1460,8,104,2024-04-10T07:18:00,comment,Liked previous post.
1461,13,103,2024-10-21T00:07:00,announcement,Please pray for my family.
1462,20,104,2024-01-27T20:38:00,announcement,Attended the session.
1463,13,102,2024-09-02T22:36:00,comment,Attended the session.
1464,14,105,2024-02-05T10:40:00,announcement,Liked previous post.
1465,5,101,2024-04-22T06:15:00,event_attendance,Important announcement coming soon.
1466,12,102,2024-04-26T01:35:00,comment,Attended the session.
1467,5,105,2024-06-13T11:49:00,event_attendance,Loved this!
1468,5,101,2024-07-03T17:38:00,event_attendance,Attended the session.
1469,12,102,2024-03-11T05:30:00,like,Important announcement coming soon.
1470,14,104,2024-01-08T00:36:00,prayer_request,Loved this!
1471,17,101,2024-09-12T21:30:00,comment,Loved this!
1472,13,101,2024-07-27T18:04:00,comment,Loved this!
1473,12,102,2024-05-27T08:31:00,message,Please pray for my family.
1474,6,102,2024-08-20T20:20:00,comment,Loved this!
1475,20,102,2024-09-02T00:41:00,message,Important announcement coming soon.
1476,13,101,2024-05-05T20:50:00,announcement,Important announcement coming soon.
1477,15,103,2024-07-13T19:57:00,event_attendance,Great meeting today!
1478,11,103,2024-09-21T10:16:00,event_attendance,Important announcement coming soon.
1479,10,101,2024-08-20T00:39:00,prayer_request,Liked previous post.
1480,14,101,2024-08-07T03:05:00,prayer_request,Liked previous post.
1481,7,104,2024-01-06T16:24:00,event_attendance,Please pray for my family.
1482,4,104,2024-04-21T17:33:00,message,Important announcement coming soon.
1483,3,103,2024-05-19T21:05:00,comment,Great meeting today!
1484,6,105,2024-07-13T10:43:00,prayer_request,Liked previous post.
1485,5,104,2024-05-22T07:47:00,like,Attended the session.
1486,13,102,2024-02-02T10:56:00,event_attendance,Please pray for my family.
1487,4,104,2024-10-09T12:58:00,like,Great meeting today!
1488,8,101,2024-01-17T18:55:00,prayer_request,Attended the session.
1489,12,105,2024-01-21T20:58:00,comment,Please pray for my family.
1490,2,103,2024-01-09T19:14:00,message,Liked previous post.
1491,11,102,2024-07-21T12:53:00,like,Attended the session.
1492,7,103,2024-08-08T22:35:00,like,Please pray for my family.
1493,15,102,2024-04-05T23:32:00,comment,Loved this!
1494,19,102,2024-10-13T21:48:00,message,Liked previous post.
1495,6,103,2024-10-26T02:56:00,event_attendance,Important announcement coming soon.
1496,9,102,2024-05-19T16:28:00,announcement,Great meeting today!
1497,18,103,2024-06-03T22:35:00,event_attendance,Loved this!
1498,7,104,2024-04-23T07:04:00,comment,Attended the session.
1499,12,101,2024-01-24T19:10:00,event_attendance,Loved this!
1500,3,103,2024-03-10T16:45:00,message,Liked previous post.
1501,7,104,2024-03-17T21:15:00,like,Please pray for my family.
1502,3,103,2024-07-25T10:42:00,comment,Please pray for my family.
1503,19,103,2024-06-03T14:04:00,like,Please pray for my family.
1504,16,104,2024-09-15T14:47:00,prayer_request,Great meeting today!
1505,19,101,2024-02-08T13:50:00,event_attendance,Liked previous post.
1506,12,104,2024-01-20T01:43:00,comment,Loved this!
1507,8,102,2024-02-07T06:40:00,like,Please pray for my family.
1508,1,105,2024-01-18T21:09:00,message,Attended the session.
1509,1,102,2024-07-25T03:38:00,event_attendance,Attended the session.
1510,2,105,2024-08-06T01:18:00,announcement,Attended the session.
1511,4,103,2024-05-07T03:01:00,message,Loved this!
1512,11,102,2024-05-21T09:48:00,event_attendance,Please pray for my family.
1513,12,104,2024-07-09T23:38:00,prayer_request,Great meeting today!
1514,16,102,2024-09-20T04:30:00,prayer_request,Loved this!
1515,16,104,2024-03-17T04:20:00,prayer_request,Great meeting today!
1516,7,103,2024-05-30T10:19:00,like,Attended the session.
1517,10,105,2024-06-19T20:37:00,announcement,Important announcement coming soon.
1518,8,101,2024-01-26T19:41:00,prayer_request,Liked previous post.
1519,10,103,2024-07-01T02:52:00,announcement,Attended the session.
1520,13,102,2024-10-03T15:24:00,announcement,Attended the session.
1521,3,104,2024-08-17T01:24:00,event_attendance,Attended the session.
1522,2,102,2024-05-12T06:21:00,announcement,Important announcement coming soon.
1523,9,102,2024-09-14T10:13:00,message,Attended the session.
1524,3,103,2024-06-16T00:42:00,prayer_request,Attended the session.
1525,3,101,2024-02-10T22:38:00,message,Great meeting today!
1526,8,104,2024-09-23T15:36:00,message,Great meeting today!
1527,10,103,2024-06-14T22:09:00,prayer_request,Loved this!
1528,18,102,2024-01-07T17:58:00,event_attendance,Liked previous post.
1529,2,101,2024-04-24T01:20:00,event_attendance,Important announcement coming soon.
1530,12,101,2024-02-22T08:00:00,event_attendance,Great meeting today!
1531,11,105,2024-04-20T05:47:00,comment,Please pray for my family.
1532,18,101,2024-04-16T17:29:00,comment,Important announcement coming soon.
1533,14,102,2024-02-07T11:13:00,prayer_request,Important announcement coming soon.
1534,1,104,2024-05-15T00:46:00,like,Please pray for my family.
1535,4,104,2024-06-30T11:35:00,event_attendance,Great meeting today!
1536,9,105,2024-07-09T11:35:00,message,Great meeting today!
1537,19,101,2024-01-14T03:11:00,announcement,Liked previous post.
1538,11,104,2024-07-29T08:03:00,event_attendance,Liked previous post.
1539,17,103,2024-06-25T03:40:00,like,Liked previous post.
1540,13,101,2024-07-31T15:38:00,message,Great meeting today!
1541,10,102,2024-05-15T02:49:00,comment,Loved this!
1542,3,101,2024-04-30T04:22:00,message,Attended the session.
1543,3,103,2024-03-25T01:07:00,like,Attended the session.
1544,4,103,2024-07-14T13:44:00,message,Important announcement coming soon.
1545,7,103,2024-07-24T09:36:00,comment,Please pray for my family.
1546,13,102,2024-09-25T04:29:00,like,Important announcement coming soon.
1547,5,102,2024-02-23T07:36:00,like,Important announcement coming soon.
1548,8,105,2024-09-05T17:42:00,prayer_request,Attended the session.
1549,12,102,2024-02-15T09:24:00,announcement,Loved this!
1550,12,101,2024-06-18T07:06:00,message,Please pray for my family.
1551,3,104,2024-01-21T05:28:00,like,Important announcement coming soon.
1552,11,101,2024-05-29T07:43:00,event_attendance,Please pray for my family.
1553,8,103,2024-04-30T05:17:00,like,Important announcement coming soon.
1554,17,102,2024-07-15T01:43:00,like,Please pray for my family.
1555,18,103,2024-04-02T09:34:00,message,Liked previous post.
1556,6,105,2024-04-22T21:44:00,event_attendance,Great meeting today!
1557,18,101,2024-04-16T20:57:00,prayer_request,Loved this!
1558,20,105,2024-09-28T11:41:00,event_attendance,Attended the session.
1559,3,103,2024-04-30T02:55:00,prayer_request,Liked previous post.
1560,3,101,2024-04-30T19:12:00,announcement,Liked previous post.
1561,18,103,2024-02-10T21:24:00,like,Please pray for my family.
1562,9,104,2024-08-31T08:12:00,event_attendance,Liked previous post.
1563,7,101,2024-02-01T22:33:00,prayer_request,Loved this!
1564,14,103,2024-02-21T12:38:00,comment,Liked previous post.
1565,12,102,2024-07-03T03:40:00,announcement,Loved this!
1566,5,103,2024-07-28T10:43:00,prayer_request,Attended the session.
1567,19,104,2024-09-03T16:09:00,comment,Loved this!
1568,12,104,2024-07-12T11:55:00,prayer_request,Liked previous post.
1569,4,103,2024-09-26T10:52:00,event_attendance,Loved this!
1570,13,101,2024-08-20T09:51:00,event_attendance,Liked previous post.
1571,2,104,2024-10-03T06:07:00,like,Liked previous post.
1572,20,101,2024-04-23T06:52:00,comment,Liked previous post.
1573,8,103,2024-06-26T15:12:00,comment,Liked previous post.
1574,7,101,2024-04-23T00:42:00,announcement,Liked previous post.
1575,4,102,2024-02-09T03:17:00,like,Liked previous post.
1576,19,103,2024-10-18T08:12:00,announcement,Please pray for my family.
1577,2,101,2024-03-27T15:12:00,like,Great meeting today!
1578,12,101,2024-01-24T17:19:00,prayer_request,Loved this!
1579,19,105,2024-08-30T09:04:00,prayer_request,Liked previous post.
1580,10,102,2024-04-01T18:34:00,like,Great meeting today!
1581,2,105,2024-09-02T18:56:00,comment,Loved this!
1582,2,102,2024-10-17T19:43:00,like,Liked previous post.
1583,7,105,2024-09-01T10:26:00,announcement,Important announcement coming soon.
1584,1,104,2024-10-15T07:25:00,announcement,Great meeting today!
1585,9,104,2024-05-17T19:07:00,prayer_request,Please pray for my family.
1586,18,103,2024-07-18T13:55:00,message,Please pray for my family.
1587,9,102,2024-02-20T11:08:00,message,Loved this!
1588,18,104,2024-07-04T08:27:00,event_attendance,Great meeting today!
1589,5,101,2024-10-25T13:58:00,announcement,Important announcement coming soon.
1590,18,105,2024-10-22T19:42:00,announcement,Important announcement coming soon.
1591,7,104,2024-02-20T19:41:00,announcement,Please pray for my family.
1592,20,104,2024-08-04T22:45:00,comment,Important announcement coming soon.
1593,19,104,2024-10-16T15:52:00,announcement,Loved this!
1594,2,103,2024-01-02T00:24:00,prayer_request,Attended the session.
1595,14,103,2024-02-06T13:20:00,event_attendance,Important announcement coming soon.
1596,8,103,2024-02-18T17:15:00,prayer_request,Great meeting today!
1597,17,103,2024-04-06T21:29:00,announcement,Important announcement coming soon.
1598,6,102,2024-06-21T07:02:00,comment,Liked previous post.
1599,10,103,2024-01-22T06:37:00,announcement,Liked previous post.
1600,14,104,2024-05-15T01:03:00,like,Liked previous post.
1601,15,105,2024-06-13T01:30:00,like,Please pray for my family.
1602,18,102,2024-10-11T07:03:00,prayer_request,Liked previous post.
1603,19,105,2024-05-23T18:08:00,event_attendance,Attended the session.
1604,5,104,2024-06-04T03:09:00,like,Loved this!
1605,16,105,2024-04-30T16:42:00,message,Great meeting today!
1606,7,101,2024-03-13T23:43:00,event_attendance,Great meeting today!
1607,2,105,2024-06-04T10:08:00,event_attendance,Great meeting today!
1608,14,103,2024-05-22T18:08:00,announcement,Please pray for my family.
1609,19,104,2024-08-01T18:43:00,announcement,Great meeting today!
1610,13,102,2024-09-27T02:46:00,announcement,Loved this!
1611,1,102,2024-09-13T05:58:00,prayer_request,Liked previous post.
1612,18,102,2024-09-22T14:00:00,announcement,Great meeting today!
1613,12,102,2024-01-23T10:36:00,prayer_request,Important announcement coming soon.
1614,14,103,2024-03-14T05:46:00,event_attendance,Great meeting today!
1615,15,101,2024-09-11T04:59:00,event_attendance,Please pray for my family.
1616,4,103,2024-03-31T01:23:00,announcement,Loved this!
1617,7,103,2024-01-04T12:53:00,comment,Liked previous post.
1618,8,105,2024-08-14T01:21:00,comment,Please pray for my family.
1619,10,101,2024-02-26T18:13:00,like,Attended the session.
1620,10,102,2024-05-17T22:26:00,event_attendance,Great meeting today!
1621,4,105,2024-08-22T13:57:00,message,Important announcement coming soon.
1622,13,104,2024-10-14T05:22:00,prayer_request,Important announcement coming soon.
1623,3,102,2024-05-03T08:02:00,announcement,Great meeting today!
1624,18,101,2024-05-17T09:15:00,prayer_request,Loved this!
1625,1,103,2024-03-13T22:32:00,announcement,Please pray for my family.
1626,9,101,2024-05-30T22:47:00,comment,Great meeting today!
1627,5,103,2024-02-10T14:41:00,message,Loved this!
1628,11,102,2024-03-01T21:17:00,announcement,Liked previous post.
1629,11,103,2024-04-18T20:50:00,message,Attended the session.
1630,15,103,2024-07-12T08:04:00,like,Important announcement coming soon.
1631,17,105,2024-07-09T18:15:00,like,Loved this!
1632,8,103,2024-08-31T12:33:00,announcement,Important announcement coming soon.
1633,10,102,2024-03-08T11:45:00,comment,Please pray for my family.
1634,3,104,2024-06-19T00:58:00,prayer_request,Attended the session.
1635,20,103,2024-10-18T11:44:00,comment,Important announcement coming soon.
1636,10,104,2024-09-04T21:26:00,prayer_request,Important announcement coming soon.
1637,12,103,2024-08-31T08:36:00,prayer_request,Please pray for my family.
1638,15,105,2024-04-07T10:51:00,message,Liked previous post.
1639,1,105,2024-10-21T09:45:00,like,Important announcement coming soon.
1640,10,101,2024-02-07T12:20:00,event_attendance,Loved this!
1641,1,104,2024-05-17T19:06:00,event_attendance,Important announcement coming soon.
1642,12,105,2024-02-08T00:26:00,event_attendance,Important announcement coming soon.
1643,10,104,2024-08-11T12:15:00,message,Great meeting today!
1644,12,105,2024-05-28T10:52:00,event_attendance,Loved this!
1645,8,104,2024-05-23T10:41:00,comment,Please pray for my family.
1646,19,104,2024-07-30T21:29:00,message,Important announcement coming soon.
1647,10,105,2024-04-02T14:20:00,like,Please pray for my family.
1648,9,101,2024-04-08T03:04:00,like,Attended the session.
1649,8,101,2024-08-31T21:23:00,prayer_request,Liked previous post.
1650,1,105,2024-07-05T21:57:00,announcement,Loved this!
1651,11,104,2024-03-25T17:15:00,message,Important announcement coming soon.
1652,12,103,2024-09-02T07:04:00,prayer_request,Loved this!
1653,13,101,2024-07-16T08:17:00,event_attendance,Important announcement coming soon.
1654,1,104,2024-08-21T05:51:00,message,Loved this!
1655,1,102,2024-02-18T15:32:00,like,Liked previous post.
1656,1,104,2024-09-19T12:02:00,prayer_request,Important announcement coming soon.
1657,16,103,2024-10-03T15:57:00,announcement,Loved this!
1658,9,104,2024-08-15T07:20:00,announcement,Great meeting today!
1659,12,104,2024-03-21T19:11:00,prayer_request,Liked previous post.
1660,9,104,2024-04-12T13:17:00,announcement,Liked previous post.
1661,6,105,2024-08-18T14:41:00,event_attendance,Loved this!
1662,7,101,2024-02-10T01:23:00,message,Great meeting today!
1663,10,104,2024-09-12T14:39:00,prayer_request,Attended the session.
1664,18,104,2024-04-18T01:19:00,prayer_request,Attended the session.
1665,5,101,2024-06-15T13:50:00,prayer_request,Important announcement coming soon.
1666,7,103,2024-06-21T13:40:00,prayer_request,Important announcement coming soon.
1667,17,105,2024-09-20T19:38:00,comment,Great meeting today!
1668,7,105,2024-04-27T13:35:00,comment,Loved this!
1669,12,103,2024-09-08T20:46:00,comment,Important announcement coming soon.
1670,3,104,2024-08-22T04:25:00,comment,Attended the session.
1671,4,103,2024-05-29T11:50:00,message,Liked previous post.
1672,18,102,2024-06-12T17:42:00,announcement,Liked previous post.
1673,13,102,2024-06-08T12:14:00,comment,Loved this!
1674,8,102,2024-04-26T02:00:00,prayer_request,Attended the session.
1675,9,104,2024-04-20T18:17:00,event_attendance,Please pray for my family.
1676,4,103,2024-01-27T10:04:00,message,Attended the session.
1677,14,102,2024-05-09T08:39:00,comment,Important announcement coming soon.
1678,12,101,2024-03-11T05:25:00,comment,Attended the session.
1679,12,101,2024-08-24T00:51:00,event_attendance,Great meeting today!
1680,7,101,2024-01-01T06:15:00,announcement,Important announcement coming soon.
1681,1,102,2024-02-29T05:36:00,comment,Great meeting today!
1682,15,105,2024-09-02T19:50:00,announcement,Great meeting today!
1683,4,103,2024-08-26T07:40:00,message,Loved this!
1684,20,101,2024-05-14T00:05:00,announcement,Loved this!
1685,15,105,2024-09-19T15:20:00,like,Liked previous post.
1686,16,101,2024-01-15T07:26:00,event_attendance,Important announcement coming soon.
1687,12,103,2024-02-22T18:36:00,prayer_request,Important announcement coming soon.
1688,7,102,2024-07-07T03:25:00,prayer_request,Important announcement coming soon.
1689,7,104,2024-08-24T13:31:00,event_attendance,Liked previous post.
1690,7,102,2024-07-07T03:45:00,announcement,Liked previous post.
1691,3,105,2024-02-21T02:15:00,comment,Attended the session.
1692,4,102,2024-03-14T09:59:00,comment,Loved this!
1693,6,101,2024-10-25T01:13:00,announcement,Great meeting today!
1694,11,104,2024-05-21T13:04:00,prayer_request,Please pray for my family.
1695,17,103,2024-03-11T06:11:00,message,Liked previous post.
1696,18,102,2024-06-24T08:38:00,message,Important announcement coming soon.
1697,20,105,2024-05-16T11:36:00,like,Please pray for my family.
1698,20,104,2024-05-31T06:06:00,message,Great meeting today!
1699,20,101,2024-02-08T23:18:00,like,Please pray for my family.
1700,5,104,2024-09-01T20:23:00,comment,Liked previous post.
1701,5,102,2024-04-26T20:44:00,like,Loved this!
1702,4,103,2024-01-01T18:16:00,announcement,Loved this!
1703,13,101,2024-07-10T19:38:00,message,Liked previous post.
1704,9,101,2024-06-19T13:19:00,like,Important announcement coming soon.
1705,5,104,2024-08-10T21:36:00,like,Please pray for my family.
1706,7,105,2024-08-15T01:03:00,comment,Important announcement coming soon.
1707,16,102,2024-05-05T08:16:00,comment,Liked previous post.
1708,3,103,2024-05-01T06:33:00,message,Liked previous post.
1709,15,104,2024-03-11T08:18:00,prayer_request,Important announcement coming soon.
1710,18,103,2024-02-11T02:38:00,announcement,Please pray for my family.
1711,11,104,2024-08-06T20:47:00,prayer_request,Attended the session.
1712,5,105,2024-09-23T18:21:00,prayer_request,Great meeting today!
1713,6,101,2024-05-29T23:09:00,event_attendance,Liked previous post.
1714,18,101,2024-10-20T05:52:00,like,Attended the session.
1715,7,104,2024-09-27T16:43:00,prayer_request,Great meeting today!
1716,8,102,2024-03-03T09:16:00,event_attendance,Great meeting today!
1717,6,103,2024-09-15T07:57:00,comment,Please pray for my family.
1718,1,103,2024-05-26T07:27:00,event_attendance,Please pray for my family.
1719,5,103,2024-06-13T21:48:00,message,Liked previous post.
1720,9,104,2024-10-04T15:09:00,comment,Attended the session.
1721,20,103,2024-02-28T07:26:00,event_attendance,Great meeting today!
1722,11,102,2024-04-22T01:33:00,like,Loved this!
1723,10,103,2024-04-11T10:54:00,message,Loved this!
1724,4,104,2024-02-07T20:10:00,like,Great meeting today!
1725,7,105,2024-01-21T01:03:00,prayer_request,Liked previous post.
1726,9,104,2024-04-04T22:15:00,prayer_request,Please pray for my family.
1727,8,104,2024-02-21T19:15:00,prayer_request,Liked previous post.
1728,8,104,2024-05-31T04:25:00,comment,Attended the session.
1729,4,104,2024-06-09T19:52:00,like,Great meeting today!
1730,7,105,2024-03-15T13:16:00,like,Important announcement coming soon.
1731,13,101,2024-07-23T05:49:00,like,Important announcement coming soon.
1732,20,101,2024-02-01T05:51:00,event_attendance,Loved this!
1733,19,105,2024-03-31T12:29:00,like,Attended the session.
1734,18,103,2024-06-23T03:35:00,message,Loved this!
1735,18,102,2024-01-11T03:41:00,prayer_request,Attended the session.
1736,20,102,2024-10-14T08:20:00,event_attendance,Loved this!
1737,18,101,2024-06-09T10:02:00,event_attendance,Important announcement coming soon.
1738,2,105,2024-04-28T13:14:00,comment,Important announcement coming soon.
1739,18,101,2024-01-07T00:03:00,like,Great meeting today!
1740,3,104,2024-06-01T19:40:00,message,Attended the session.
1741,11,102,2024-06-14T12:36:00,event_attendance,Loved this!
1742,12,103,2024-06-19T05:08:00,announcement,Liked previous post.
1743,1,105,2024-10-08T10:41:00,event_attendance,Important announcement coming soon.
1744,4,102,2024-10-03T08:25:00,event_attendance,Great meeting today!
1745,19,101,2024-08-20T13:38:00,comment,Loved this!
1746,9,103,2024-09-17T07:01:00,comment,Loved this!
1747,19,105,2024-04-03T06:41:00,like,Important announcement coming soon.
1748,7,101,2024-06-13T19:06:00,comment,Loved this!
1749,12,105,2024-02-13T20:10:00,comment,Please pray for my family.
1750,2,105,2024-04-30T02:02:00,like,Important announcement coming soon.
1751,8,102,2024-05-28T20:18:00,message,Liked previous post.
1752,8,102,2024-08-20T13:29:00,message,Important announcement coming soon.
1753,14,101,2024-04-28T14:40:00,message,Loved this!
1754,4,101,2024-07-15T18:48:00,comment,Attended the session.
1755,3,105,2024-06-13T13:23:00,prayer_request,Attended the session.
1756,13,102,2024-06-27T10:54:00,event_attendance,Loved this!
1757,7,105,2024-10-19T18:53:00,event_attendance,Loved this!
1758,12,103,2024-03-04T01:43:00,comment,Please pray for my family.
1759,17,101,2024-06-28T18:46:00,prayer_request,Attended the session.
1760,17,102,2024-03-12T08:39:00,event_attendance,Loved this!
1761,2,104,2024-05-06T05:50:00,prayer_request,Attended the session.
1762,12,104,2024-01-28T23:16:00,like,Liked previous post.
1763,20,105,2024-06-09T06:04:00,like,Please pray for my family.
1764,3,103,2024-03-19T01:56:00,event_attendance,Please pray for my family.
1765,2,105,2024-09-18T23:45:00,announcement,Please pray for my family.
1766,11,102,2024-02-16T09:48:00,prayer_request,Attended the session.
1767,9,103,2024-06-14T13:52:00,event_attendance,Loved this!
1768,5,105,2024-10-07T19:41:00,comment,Liked previous post.
1769,3,101,2024-09-10T17:37:00,message,Liked previous post.
1770,17,102,2024-07-16T16:08:00,prayer_request,Important announcement coming soon.
1771,3,103,2024-03-21T05:07:00,prayer_request,Loved this!
1772,12,102,2024-03-17T08:47:00,announcement,Great meeting today!
1773,11,105,2024-06-04T04:00:00,message,Attended the session.
1774,4,102,2024-02-12T03:28:00,message,Attended the session.
1775,14,101,2024-01-05T14:50:00,announcement,Liked previous post.
1776,10,102,2024-09-17T22:50:00,message,Please pray for my family.
1777,5,102,2024-10-18T07:01:00,event_attendance,Liked previous post.
1778,17,102,2024-06-28T02:59:00,like,Attended the session.
1779,14,104,2024-03-24T16:13:00,like,Please pray for my family.
1780,20,104,2024-01-26T10:27:00,event_attendance,Liked previous post.
1781,9,102,2024-05-29T19:59:00,prayer_request,Please pray for my family.
1782,10,103,2024-05-22T03:52:00,announcement,Attended the session.
1783,13,104,2024-03-03T18:29:00,event_attendance,Great meeting today!
1784,10,101,2024-02-07T22:04:00,like,Great meeting today!
1785,12,104,2024-05-11T02:55:00,like,Attended the session.
1786,20,105,2024-07-27T14:08:00,prayer_request,Liked previous post.
1787,8,105,2024-07-03T09:35:00,comment,Liked previous post.
1788,18,105,2024-06-04T06:34:00,prayer_request,Loved this!
1789,5,102,2024-05-15T19:27:00,comment,Liked previous post.
1790,7,102,2024-07-24T14:24:00,event_attendance,Liked previous post.
1791,9,105,2024-10-22T12:31:00,announcement,Great meeting today!
1792,7,105,2024-10-13T04:16:00,prayer_request,Loved this!
1793,4,104,2024-07-22T06:56:00,like,Attended the session.
1794,12,105,2024-04-15T13:54:00,message,Please pray for my family.
1795,16,104,2024-03-14T19:28:00,message,Loved this!
1796,7,101,2024-06-11T22:51:00,message,Great meeting today!
1797,17,102,2024-06-15T16:25:00,message,Important announcement coming soon.
1798,15,105,2024-01-21T05:02:00,like,Attended the session.
1799,1,105,2024-06-27T18:17:00,message,Attended the session.
1800,14,105,2024-02-14T23:32:00,event_attendance,Important announcement coming soon.
1801,13,103,2024-10-03T06:17:00,event_attendance,Important announcement coming soon.
1802,11,105,2024-07-21T13:10:00,prayer_request,Please pray for my family.
1803,11,101,2024-08-07T18:10:00,announcement,Attended the session.
1804,18,103,2024-08-05T06:35:00,message,Loved this!
1805,20,104,2024-03-11T09:52:00,prayer_request,Attended the session.
1806,17,101,2024-02-02T13:06:00,comment,Great meeting today!
1807,3,102,2024-09-05T16:14:00,announcement,Liked previous post.
1808,13,103,2024-09-01T06:03:00,announcement,Liked previous post.
1809,8,101,2024-04-29T22:13:00,prayer_request,Please pray for my family.
1810,17,104,2024-08-05T21:33:00,comment,Important announcement coming soon.
1811,15,101,2024-09-15T11:08:00,event_attendance,Important announcement coming soon.
1812,1,105,2024-01-26T10:30:00,message,Important announcement coming soon.
1813,2,105,2024-01-22T17:19:00,message,Important announcement coming soon.
1814,18,103,2024-04-25T09:40:00,like,Attended the session.
1815,8,101,2024-09-22T15:23:00,message,Please pray for my family.
1816,13,105,2024-05-06T19:28:00,event_attendance,Great meeting today!
1817,15,104,2024-03-18T06:19:00,prayer_request,Great meeting today!
1818,16,105,2024-03-17T01:50:00,announcement,Please pray for my family.
1819,18,103,2024-08-13T23:22:00,comment,Attended the session.
1820,17,101,2024-04-15T04:26:00,comment,Loved this!
1821,14,105,2024-02-10T05:35:00,prayer_request,Attended the session.
1822,11,103,2024-07-04T01:39:00,event_attendance,Liked previous post.
1823,11,104,2024-01-23T19:19:00,like,Liked previous post.
1824,19,104,2024-08-11T23:07:00,event_attendance,Attended the session.
1825,15,105,2024-01-17T14:19:00,comment,Important announcement coming soon.
1826,13,104,2024-06-25T16:21:00,prayer_request,Attended the session.
1827,2,105,2024-02-11T22:21:00,event_attendance,Liked previous post.
1828,15,105,2024-10-09T12:05:00,announcement,Attended the session.
1829,6,102,2024-01-27T09:59:00,announcement,Loved this!
1830,5,104,2024-02-23T18:36:00,message,Important announcement coming soon.
1831,7,103,2024-07-14T22:07:00,announcement,Attended the session.
1832,17,102,2024-07-29T12:00:00,announcement,Liked previous post.
1833,14,102,2024-03-25T12:05:00,comment,Important announcement coming soon.
1834,14,105,2024-07-31T17:01:00,event_attendance,Great meeting today!
1835,11,103,2024-09-11T00:01:00,message,Important announcement coming soon.
1836,12,104,2024-03-05T09:34:00,comment,Liked previous post.
1837,6,102,2024-06-17T04:00:00,event_attendance,Loved this!
1838,11,102,2024-10-12T13:50:00,event_attendance,Attended the session.
1839,16,101,2024-05-12T04:37:00,prayer_request,Great meeting today!
1840,3,103,2024-05-10T22:31:00,announcement,Liked previous post.
1841,20,103,2024-01-06T07:17:00,announcement,Great meeting today!
1842,3,102,2024-05-24T18:03:00,comment,Liked previous post.
1843,3,105,2024-04-12T20:01:00,message,Attended the session.
1844,11,102,2024-07-09T01:17:00,prayer_request,Great meeting today!
1845,19,101,2024-06-12T22:28:00,message,Attended the session.
1846,15,103,2024-09-01T15:12:00,event_attendance,Loved this!
1847,19,104,2024-05-17T11:56:00,like,Loved this!
1848,7,105,2024-07-25T07:06:00,announcement,Loved this!
1849,18,104,2024-09-22T14:03:00,message,Liked previous post.
1850,19,101,2024-04-03T20:59:00,announcement,Great meeting today!
1851,15,102,2024-03-14T21:28:00,like,Loved this!
1852,20,105,2024-01-17T12:16:00,like,Important announcement coming soon.
1853,5,101,2024-08-08T19:46:00,comment,Important announcement coming soon.
1854,4,101,2024-01-31T05:02:00,message,Great meeting today!
1855,14,101,2024-09-06T10:13:00,announcement,Attended the session.
1856,15,101,2024-02-23T19:22:00,announcement,Loved this!
1857,14,105,2024-10-18T05:20:00,comment,Attended the session.
1858,12,101,2024-06-06T11:23:00,event_attendance,Great meeting today!
1859,8,105,2024-03-26T14:22:00,comment,Please pray for my family.
1860,18,105,2024-08-11T02:43:00,like,Attended the session.
1861,18,104,2024-02-13T20:16:00,message,Important announcement coming soon.
1862,2,104,2024-01-16T02:43:00,event_attendance,Liked previous post.
1863,20,105,2024-04-02T06:26:00,comment,Attended the session.
1864,5,101,2024-06-25T04:41:00,announcement,Please pray for my family.
1865,15,102,2024-09-07T06:54:00,comment,Liked previous post.
1866,2,104,2024-09-12T00:10:00,announcement,Please pray for my family.
1867,7,104,2024-07-17T21:00:00,event_attendance,Attended the session.
1868,2,101,2024-02-26T12:07:00,comment,Loved this!
1869,4,103,2024-01-29T13:57:00,announcement,Attended the session.
1870,1,104,2024-03-28T20:18:00,message,Great meeting today!
